	Order	Family	Genus	Species	animal	TOTALINNOVATIONS2025	FOODINNO2025	TECHINNO2025	TOTALINNOVATIONS2025_ResEff	FOODINNO2025_ResEff	TECHINNO2025_ResEff	Range.Size	ResearchEffort	DietBreadth	HabitatBreadth	GenerationLength	GenerationLengthFULL	MaxLongevity	Insularity	UrbanFULL	IUCNStatus2019	StatusCode	PopulationTrend2019	TrendCode	HabitatDestruction	Overexploitation	InvasiveSpecies	CriterionB	Brain_size	Relative_brain_size	Beak_length.Culmen	Beak_length.Nares	Beak_width	Beak_depth	Tarsus_length	Wing_length	Kipps_distance	Secondary1	Hand.Wing_index	Tail_length	Mass	Habitat	Habitat_density	Migration	Trophic_level	Trophic_niche	Primary_lifestyle	Range_size	buildingcoll	lbuildingcoll	buildingcoll_mig	lbuildingcoll_mig	buildingcoll_nonmig	lbuildingcoll_nonmig	rawtowercoll	ltowercollnonzero	rawturbinecoll	lturbinecollnonxero	ALLcoll	Abundance.estimate
4468	ACCIPITRIFORMES	ACCIPITRIDAE	Haliaeetus	Haliaeetus_leucocephalus	Haliaeetus_leucocephalus	35	17	18	2.488602244	2.141513213	2.320713892	9351853.96	1183	2	7.391724606	17.2	14.1937938	32.96666667	0	0	Least-Concern	1	increasing	3	0	0	0	NO	18.182	0.103	76	48.2	24	34.1	81.7	601.8	248.8	353	41.4	294	4700.58	Wetland	3	3	Carnivore	Omnivore	Generalist	9351853.96	NA	NA	NA	NA	NA	NA	NA	NA	2	0.301029996	0.301029996	9140160
8579	ACCIPITRIFORMES	ACCIPITRIDAE	Milvus	Milvus_migrans	Milvus_migrans	20	9	11	2.066449997	1.633803177	1.930054089	59168603.49	562	2	8.229964821	11.5	8.217651734	25.11634261	0	1	Least-Concern	1	unknown	NA	1	1	0	NO	5.869	0.014	40	22.4	13	17.4	51.4	457.4	219.9	237.5	48.1	269.5	734.1	Woodland	3	3	Omnivore	Omnivore	Aerial	59168603.49	4	0.602059991	3	0.48	1	0	NA	NA	NA	NA	0.602059991	82595800
3781	ACCIPITRIFORMES	ACCIPITRIDAE	Milvus	Milvus_milvus	Milvus_milvus	5	3	2	0.828919439	0.727951642	0.552738301	1698401.57	510	2	3.726265823	11.5	10.91133914	38	0	1	Near-Threatened	2	decreasing	1	1	1	1	NO	7.815	0.088	40.2	26.6	13.2	18.7	52.9	481.5	241.6	241.6	49.9	317.3	1071.77	Shrubland	2	2	Omnivore	Omnivore	Generalist	1698401.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2244246
4416	ACCIPITRIFORMES	ACCIPITRIDAE	Circus	Circus_aeruginosus	Circus_aeruginosus	3	2	1	0.397433403	0.422436701	0.13193545	13390803.81	602	2	4.829457364	8	6.714236628	20.08	1	0	Least-Concern	1	increasing	3	1	1	0	NO	5.578	-0.013	37.3	20.2	11.9	16.2	79.3	405.7	185.3	221.2	45.6	233.9	704.07	Wetland	3	2	Carnivore	Vertivore	Aerial	13390803.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14846934
3560	ACCIPITRIFORMES	ACCIPITRIDAE	Circus	Circus_pygargus	Circus_pygargus	4	3	1	0.661087443	0.737881742	0.155813901	6837154.32	465	2	4.607689951	7.9	5.740725214	16.23333333	0	0	Least-Concern	1	decreasing	1	1	0	0	NO	NA	NA	26.1	13.5	8.6	11.2	62	362.3	188	173.3	52	224.8	310.75	Grassland	3	3	Carnivore	Vertivore	Aerial	6837154.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3516728
3555	ACCIPITRIFORMES	ACCIPITRIDAE	Circus	Circus_cyaneus	Circus_cyaneus	15	6	9	1.758495995	1.252442526	1.726500781	17331412.86	707	3	5.572970104	7.8	5.940517497	17.08	0	0	Least-Concern	1	decreasing	1	1	1	1	NO	4.837	0.171	30.1	16	9.7	13	72.1	352.4	158.9	197.1	44.7	131.7	392.98	Grassland	3	3	Carnivore	Vertivore	Aerial	17331412.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4934070
7387	ACCIPITRIFORMES	ACCIPITRIDAE	Accipiter	Accipiter_nisus	Accipiter_nisus	12	5	7	1.50169232	1.064598171	1.474377882	23601609.31	967	1	5.700516351	7.2	5.536677811	20.25	0	1	Least-Concern	1	stable	2	1	1	0	NO	2.788	-0.056	19.6	11.4	8.4	10	53.6	207.4	74.2	134.3	35.5	155.5	220.79	Forest	1	2	Carnivore	Vertivore	Insessorial	23601609.31	4	0.602059991	3	0.48	1	0	NA	NA	NA	NA	0.602059991	18706083
8658	ACCIPITRIFORMES	ACCIPITRIDAE	Aquila	Aquila_fasciata	Aquila_fasciatus	1	1	0	-0.164692038	0.106764448	-0.483982445	5630034.84	261	1	4.850417291	NA	11.33710274	32.54102726	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.7	28.9	16.2	23.7	93.2	486.8	181.8	305	37.3	260	1936.49	Rock	3	2	Carnivore	Vertivore	Aerial	5630034.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7433	ACCIPITRIFORMES	ACCIPITRIDAE	Aquila	Aquila_chrysaetos	Aquila_chrysaetos	19	13	6	1.905942966	1.893712726	1.325207342	39450257.98	1145	2	5.726648352	17.3	16.25526957	40.55924429	0	0	Least-Concern	1	stable	2	1	1	1	NO	17.393	0.115	56.8	37	18.5	28.4	101.4	603.1	221.2	381.9	36.7	307.1	4247.97	Grassland	3	2	Carnivore	Vertivore	Aerial	39450257.98	NA	NA	NA	NA	NA	NA	NA	NA	15	1.176091259	1.176091259	3515253
3455	ACCIPITRIFORMES	ACCIPITRIDAE	Aquila	Aquila_heliaca	Aquila_heliaca	0	0	0	-0.840744379	-0.574667161	-0.473906084	9556213.62	234	2	4.23986095	16.6	16.63641394	56	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	15.141	0.149	59	37.5	19.8	28.4	93.7	582.2	230.8	354	39.5	316.2	3125.21	Woodland	1	3	Carnivore	Vertivore	Generalist	9556213.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4277822
8560	ACCIPITRIFORMES	ACCIPITRIDAE	Hieraaetus	Hieraaetus_pennatus	Hieraaetus_pennatus	3	3	0	0.558075442	0.820211247	-0.466523093	6138248.03	216	2	4.113872287	18	6.27643553	17.78634952	0	0	Least-Concern	1	unknown	NA	1	1	0	NO	5.357	-0.142	33.8	19.1	10.1	17	65.3	361.8	151.3	209.1	42	198	823.75	Forest	1	3	Carnivore	Vertivore	Generalist	6138248.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4596210
7513	ACCIPITRIFORMES	ACCIPITRIDAE	Circaetus	Circaetus_gallicus	Circaetus_gallicus	2	2	0	0.269670698	0.532033907	-0.466949064	12695589.93	217	1	4.204658902	12.9	8.273607833	17.3	0	0	Least-Concern	1	stable	2	1	1	0	NO	13.156	0.35	47	35	15.5	24.6	90.9	537	216.8	320.2	40.5	280.4	1699.12	Woodland	3	3	Carnivore	Vertivore	Aerial	12695589.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3678056
4466	ACCIPITRIFORMES	ACCIPITRIDAE	Gyps	Gyps_fulvus	Gyps_fulvus	4	1	3	0.652234456	0.038667362	0.843742788	3487541.03	492	1	2.571428571	17.8	16.9885008	41.4	0	0	Least-Concern	1	increasing	3	1	1	0	NO	25.398	0.179	78.8	50.5	23.8	33.8	109.9	687.2	267.5	415.8	39.2	291.2	7435.99	Grassland	3	1	Scavenger	Scavenger	Terrestrial	3487541.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9544667
3683	ACCIPITRIFORMES	ACCIPITRIDAE	Gyps	Gyps_coprotheres	Gyps_coprotheres	0	0	0	-0.827492909	-0.565585559	-0.466095154	671208.3	215	1	4.835052371	16	12.865244	26.57203415	0	0	Endangered	4	decreasing	1	1	1	1	NO	18.56	-0.188	81.2	53.6	24.9	36.5	104.2	687.2	252.2	421.2	37.5	269.4	8176.99	Grassland	3	1	Scavenger	Scavenger	Terrestrial	671208.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	652980
3414	ACCIPITRIFORMES	ACCIPITRIDAE	Aegypius	Aegypius_monachus	Aegypius_monachus	0	0	0	-0.849840028	-0.580900664	-0.479267412	7718571.19	248	1	3.227324478	16	14.20684084	34.08755765	0	0	Near-Threatened	2	decreasing	1	1	1	0	NO	28.064	0.152	87.8	59.9	27.9	39.8	134.2	734.2	302.2	432	41.1	371	9320.55	Forest	2	1	Scavenger	Scavenger	Terrestrial	7718571.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2920726
3847	ACCIPITRIFORMES	ACCIPITRIDAE	Pernis	Pernis_apivorus	Pernis_apivorus	2	2	0	0.171926458	0.465047051	-0.524563303	9317297.54	405	2	3.064372212	11.8	8.220878501	29	0	0	Least-Concern	1	decreasing	1	1	1	0	NO	7.033	0.18	34.8	19.1	11.7	13.7	43.9	407.4	154.2	253	37.9	253.2	754.37	Forest	1	3	Carnivore	Invertivore	Insessorial	9317297.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9210306
1353	ACCIPITRIFORMES	ACCIPITRIDAE	Gypaetus	Gypaetus_barbatus	Gypaetus_barbatus	1	0	1	-0.24072748	-0.638491943	0.164346503	8369572.33	424	1	3.941109853	17.8	16.07825667	40	0	1	Near-Threatened	2	decreasing	1	1	1	1	NO	22.817	0.222	78.2	46.6	20.8	28.1	103.6	760.6	370.2	378	49.5	468	5694.98	Rock	3	2	Scavenger	Scavenger	Terrestrial	8369572.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1986636
3798	ACCIPITRIFORMES	ACCIPITRIDAE	Neophron	Neophron_percnopterus	Neophron_percnopterus	9	4	5	1.415290526	1.002868608	1.290414902	14111672.38	315	3	4.571735338	14	15.12869181	37	0	1	Endangered	4	decreasing	1	1	1	1	NO	10.745	0.034	61.7	33	10.4	13.5	77.2	490.8	236	255	48	247.2	2082	Grassland	3	3	Omnivore	Scavenger	Generalist	14111672.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6290926
4528	ACCIPITRIFORMES	PANDIONIDAE	Pandion	Pandion_haliaetus	Pandion_haliaetus	26	13	13	2.227467803	1.908392617	2.030980444	31298390.01	999	1	6.511156187	11.6	9.901877185	32	0	0	Least-Concern	1	increasing	3	1	1	0	NO	9.495	0.1	47	27.7	17.3	19.6	49.8	468.4	204.8	253	44.9	201.3	1483.2	Marine	3	3	Carnivore	Aquatic predator	Aerial	31298390.01	1	0	1	0	0	NA	NA	NA	6	0.77815125	0.84509804	2657166
7485	CATHARTIFORMES	CATHARTIDAE	Cathartes	Cathartes_aura	Cathartes_aura	12	7	5	1.705320583	1.491832377	1.306722191	28126442.74	264	1	4.606728883	9.9	6.805193786	19.02058458	0	0	Least-Concern	1	stable	2	0	0	0	NO	10.068	0.146	51.5	27.6	14.3	17.2	54	508.5	135.6	369	26.9	244	1518.24	Human Modified	3	2	Scavenger	Scavenger	Terrestrial	28126442.74	3	0.477121255	3	0.48	0	NA	16	1.204119983	219	2.340444115	2.376576957	70786507
4428	CATHARTIFORMES	CATHARTIDAE	Coragyps	Coragyps_atratus	Coragyps_atratus	14	7	7	1.885735486	1.517404743	1.616398615	21173636.93	208	2	5.345237183	18.6	14.19923167	25.5	0	1	Least-Concern	1	increasing	3	0	0	0	NO	12.096	0.209	60	35	14.8	16.1	76.1	410.1	58.4	352.6	14.3	180	1881.69	Human Modified	3	2	Omnivore	Scavenger	Terrestrial	21173636.93	13	1.113943352	0	NA	1	0	4	0.602059991	11	1.041392685	1.447158031	73934521
4220	CATHARTIFORMES	CATHARTIDAE	Gymnogyps	Gymnogyps_californianus	Gymnogyps_californianus	1	0	1	-0.144898747	-0.572817837	0.220831668	101747.84	230	1	2.543604651	20.3	19.02782152	45	0	0	Critically-Endangered	5	increasing	3	1	1	1	NO	27.577	0.19	96.5	65.3	33.2	39	115.8	788	323.5	464.5	41.1	350.8	8442.74	Shrubland	3	1	Scavenger	Scavenger	Terrestrial	101747.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94220
8507	CORACIIFORMES	ALCEDINIDAE	Alcedo	Alcedo_atthis	Alcedo_atthis	8	5	3	1.291195847	1.172351119	0.873907153	24992154.31	355	2	7.643336529	4.4	3.87202003	21	0	1	Least-Concern	1	unknown	NA	0	0	0	NO	0.745	-0.276	42.2	32.5	5.7	7.4	9.9	73.3	19.3	52.6	26.9	32.3	31.09	Riverine	2	1	Carnivore	Aquatic predator	Insessorial	24992154.31	10	1	8	0.9	2	0.3	NA	NA	NA	NA	1	15900598
7726	CORACIIFORMES	MEROPIDAE	Merops	Merops_apiaster	Merops_apiaster	3	2	1	0.450216194	0.458610221	0.163047671	11028502.02	430	1	5.575595985	6.5	2.871431862	7.294719074	0	0	Least-Concern	1	stable	2	0	0	0	NO	0.88	-0.445	41.8	31.4	8.4	8.2	12.9	143.8	65.2	78	45.5	102.3	56.6	Woodland	2	3	Carnivore	Invertivore	Insessorial	11028502.02	1	0	1	0	0	NA	NA	NA	NA	NA	0	37493203
4172	PICIFORMES	PICIDAE	Dendrocopos	Dendrocopos_major	Dendrocopos_major	9	4	5	1.348277581	0.956942765	1.250914878	24413724.29	483	4	3.990216272	5.2	2.70071998	12.67	0	1	Least-Concern	1	increasing	3	0	0	0	NO	2.727	0.528	27.9	21.8	9.3	8.7	23.9	136.2	40.8	98.5	29.3	88	74.94	Woodland	1	1	Omnivore	Omnivore	Insessorial	24413724.29	2	0.301029996	2	0.3	0	NA	NA	NA	NA	NA	0.301029996	19280315
983	PICIFORMES	PICIDAE	Dendrocopos	Dendrocopos_leucotos	Dendrocopos_leucotos	1	0	1	-0.13579441	-0.566578381	0.226198117	11181511.25	217	2	3.99946624	5.2	3.695497621	15.92	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	NA	NA	35.8	28.1	9.1	8.5	24.7	142.8	42.5	99.7	29.9	91.6	116.8	Forest	1	1	Carnivore	Invertivore	Insessorial	11181511.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3132302
8778	PICIFORMES	PICIDAE	Picoides	Dryobates_pubescens	Picoides_pubescens	8	5	3	1.346127095	1.209997037	0.906285757	12800223.82	250	2	3.366562233	NA	2.534501603	11.65	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1.215	0.324	17.4	12.2	4.9	4.8	15.8	91.3	24.3	65.9	27	58.6	25.55	Woodland	2	1	Carnivore	Invertivore	Insessorial	12800223.82	174	2.240549248	128	2.11	46	1.66	13	1.113943352	7	0.84509804	2.28780173	NA
4441	PICIFORMES	PICIDAE	Dryocopus	Dryocopus_martius	Dryocopus_martius	0	0	0	-0.857238144	-0.585970799	-0.483628148	19634445.89	260	1	2.601220753	5.8	4.121954014	14.85625279	0	0	Least-Concern	1	increasing	3	0	0	0	NO	7.521	0.726	65.6	46.8	15.4	13.2	35.6	237.8	63	175.2	26.4	175.8	321	Forest	1	1	Carnivore	Invertivore	Insessorial	19634445.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2540669
4062	BUCEROTIFORMES	UPUPIDAE	Upupa	Upupa_epops	Upupa_epops	2	1	1	0.231455916	0.100379143	0.203672845	46881685.44	277	2	3.883597229	6	2.477065393	11.1	0	1	Least-Concern	1	decreasing	1	0	0	0	NO	1.293	-0.155	55.8	46.9	5.5	6.3	21.1	142.3	30.5	111.5	21.4	96.9	66.93	Grassland	3	3	Carnivore	Invertivore	Terrestrial	46881685.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24718278
3510	CAPRIMULGIFORMES	CAPRIMULGIDAE	Caprimulgus	Caprimulgus_europaeus	Caprimulgus_europaeus	0	0	0	-0.860220794	-0.588014892	-0.485386237	19002486.05	265	1	4.378672032	5.6	3.482665542	12.73317841	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	0.889	-0.53	20.2	7.3	4.5	3.1	17.3	183.2	103.3	90.2	53.4	130.6	67	Shrubland	2	3	Carnivore	Invertivore	Aerial	19002486.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3583151
7428	CAPRIMULGIFORMES	APODIDAE	Apus	Apus_apus	Apus_apus	2	0	2	0.127971604	-0.663688726	0.548140293	24779919.71	536	1	8.183756056	11.2	8.011577329	21	0	1	Least-Concern	1	stable	2	0	0	0	NO	0.672	-0.485	10.2	4.3	4	2.8	8.8	161.3	120.2	48.1	71.6	67.4	37.6	Human Modified	1	3	Carnivore	Invertivore	Aerial	24779919.71	1	0	0	NA	1	0	NA	NA	NA	NA	0	129654873
3970	CAPRIMULGIFORMES	TROCHILIDAE	Selasphorus	Selasphorus_rufus	Selasphorus_rufus	2	1	1	0.252606132	0.114873976	0.216139601	1526769.21	242	2	4.232572013	4.7	2.128899918	8.92	0	0	Near-Threatened	2	decreasing	1	1	0	0	NO	0.161	-0.582	20.4	15.4	1.6	1.7	2.5	40.7	28.2	13.9	67	29.8	3.5	Forest	2	1	Herbivore	Nectarivore	Aerial	1526769.21	18	1.255272505	8	0.9	10	1	NA	NA	NA	NA	1.255272505	16372838
8608	PROCELLARIIFORMES	PROCELLARIIDAE	Puffinus	Puffinus_puffinus	Puffinus_puffinus	1	0	1	-0.19364919	-0.606227877	0.19209627	69101740.74	314	3	1.317706684	16.5	19.8224991	49.67	1	0	Least-Concern	1	unknown	NA	1	1	1	NO	NA	NA	34.6	27.3	6.4	7.9	41.7	232.5	143.2	89.2	61.6	73.8	453.26	Marine	3	3	Carnivore	Aquatic predator	Generalist	69101740.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15935982
8808	PROCELLARIIFORMES	PROCELLARIIDAE	Puffinus	Ardenna_grisea	Puffinus_griseus	1	0	1	-0.124589125	-0.558899087	0.232802945	21320331.91	202	2	2.51524833	NA	15.50658681	34	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	5.403	-0.108	47.8	31.1	7.8	10	55.8	295.6	181.5	112	61.8	88	787	Marine	3	3	Carnivore	Aquatic predator	Generalist	21320331.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8810	PROCELLARIIFORMES	PROCELLARIIDAE	Puffinus	Ardenna_tenuirostris	Puffinus_tenuirostris	4	1	3	0.778348029	0.125096515	0.91807901	112949641.5	220	2	3.122875453	NA	20.15499921	48.34520548	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4.49	-0.101	37.2	22.2	6.5	7.5	49.3	262.2	165	93.2	63.8	82.8	559	Marine	3	3	Carnivore	Aquatic predator	Generalist	112949641.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3505	PROCELLARIIFORMES	PROCELLARIIDAE	Calonectris	Calonectris_diomedea	Calonectris_diomedea	1	1	0	-0.232762447	0.060113897	-0.524105779	46036415.89	403	3	3.155307829	19.3	13.74119658	24.9477171	1	0	Least-Concern	1	decreasing	1	1	1	1	NO	4.977	0.027	52.4	40.5	10.7	14	51.5	344.2	220.8	123.5	64.1	114.2	534.99	Marine	3	3	Carnivore	Aquatic predator	Generalist	46036415.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16504304
4459	PROCELLARIIFORMES	PROCELLARIIDAE	Fulmarus	Fulmarus_glacialis	Fulmarus_glacialis	2	1	1	0.148584312	0.043584919	0.154825113	29451058.1	470	2	1.317706684	30.7	25.34141952	51	0	0	Least-Concern	1	increasing	3	1	1	1	NO	6.366	0.197	41.3	23.6	11.9	14.4	48.8	321.1	162.5	155	51.1	134.9	611.94	Marine	3	3	Carnivore	Aquatic predator	Aquatic	29451058.1	1	0	1	0	0	NA	NA	NA	NA	NA	0	37218790
8761	PROCELLARIIFORMES	HYDROBATIDAE	Oceanodroma	Hydrobates_leucorhous	Oceanodroma_leucorhoa	1	1	0	-0.172874306	0.101156911	-0.48880539	110025337.7	275	3	1.650807636	NA	14.81217019	36	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.893	-0.188	17.8	10.6	3.1	4.5	23.1	150.4	88.2	62	58.8	75.4	36.71	Marine	3	3	Carnivore	Aquatic predator	Aerial	110025337.7	2	0.301029996	2	0.3	0	NA	NA	NA	NA	NA	0.301029996	22039393
8561	PROCELLARIIFORMES	HYDROBATIDAE	Hydrobates	Hydrobates_pelagicus	Hydrobates_pelagicus	0	0	0	-0.877547765	-0.59988955	-0.495599425	50310627.51	296	3	1.650807636	15.7	13.77408344	33.8	0	0	Least-Concern	1	unknown	NA	1	0	1	NO	NA	NA	13.7	6.1	2.3	3.5	22.2	119	69.8	48.5	59	54.6	25.2	Marine	3	3	Carnivore	Aquatic predator	Aerial	50310627.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	973310
3601	PROCELLARIIFORMES	DIOMEDEIDAE	Diomedea	Diomedea_exulans	Diomedea_exulans	1	1	0	-0.160435428	0.109681622	-0.481473434	97771387.54	254	2	1.267652993	23.3	22.94958613	53	1	0	Vulnerable	3	decreasing	1	1	1	1	NO	27.298	0.289	162.3	115.4	35.7	49.5	115.1	634.5	417.8	208.5	66.7	181.3	6961.29	Marine	3	2	Carnivore	Aquatic predator	Aquatic	97771387.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991008
3990	SPHENISCIFORMES	SPHENISCIDAE	Spheniscus	Spheniscus_demersus	Spheniscus_demersus	0	0	0	-0.898800747	-0.614454811	-0.508126755	330067.23	339	1	3.169634026	9.3	9.651411739	27.3	0	0	Endangered	4	decreasing	1	1	1	1	NO	13.56	0.037	61.5	31	10.1	24.3	32.3	98.5	3.6	94.9	3.7	28.5	3130.11	Marine	3	2	Carnivore	Aquatic predator	Aquatic	330067.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2133056
8846	SPHENISCIFORMES	SPHENISCIDAE	Spheniscus	Spheniscus_magellanicus	Spheniscus_magellanicus	1	0	1	-0.144216833	-0.572350502	0.221233615	940638.86	229	2	1.119617225	NA	12.91304048	30	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	17.3	0.129	60.2	27.7	10.2	23.4	35.5	109.6	4.1	105.1	3.8	23.4	4105.1	Marine	3	2	Carnivore	Aquatic predator	Aquatic	940638.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13817187
5617	SPHENISCIFORMES	SPHENISCIDAE	Eudyptula	Eudyptula_minor	Eudyptula_minor	0	0	0	-0.879127487	-0.600972177	-0.496530574	365250.03	299	2	2.028469751	7.6	7.87102974	24.4	1	0	Least-Concern	1	stable	2	1	1	1	NO	7.445	0.021	47.5	23.6	6.9	13.7	22.1	67.2	3.8	63.5	5.6	27	1107.82	Marine	3	2	Carnivore	Aquatic predator	Aquatic	365250.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	923998
7898	SPHENISCIFORMES	SPHENISCIDAE	Pygoscelis	Pygoscelis_papua	Pygoscelis_papua	1	0	1	-0.205653566	-0.614454811	0.185020425	31443.71	339	2	1.267652993	7	11.92169276	38	0	0	Least-Concern	1	stable	2	1	1	1	NO	18.071	-0.034	64.8	37.8	12.4	17	33	126.1	6.2	119.8	5	122.8	5932.95	Marine	3	2	Carnivore	Aquatic predator	Aquatic	31443.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26613032
4377	SPHENISCIFORMES	SPHENISCIDAE	Aptenodytes	Aptenodytes_patagonicus	Aptenodytes_patagonicus	0	0	0	-0.858438004	-0.586793097	-0.484335392	24905.39	262	2	1.390677398	12.7	12.94622323	27.49829419	0	0	Least-Concern	1	increasing	3	1	0	1	NO	28.232	0.029	105.6	65.7	11	17.8	52.2	167.2	6.2	161.1	3.7	63.8	11731.07	Marine	3	2	Carnivore	Aquatic predator	Aquatic	24905.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34032838
8514	PELECANIFORMES	ARDEIDAE	Ardea	Ardea_cinerea	Ardea_cinerea	44	14	30	2.732734385	1.973575723	2.822633605	46421646.29	1035	2	10.31355787	10.3	8.879565058	37.5	0	0	Least-Concern	1	unknown	NA	1	1	1	NO	7.779	-0.084	138.9	95.5	18.7	25.4	137.9	441	152.7	287.9	34.6	169.1	1443	Wetland	3	1	Carnivore	Aquatic predator	Terrestrial	46421646.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27339046
4383	PELECANIFORMES	ARDEIDAE	Ardea	Ardea_herodias	Ardea_herodias	17	9	8	1.947163981	1.657696905	1.6629226	12219055.66	450	2	3.335987261	10.9	7.44001806	29.32895571	0	0	Least-Concern	1	increasing	3	0	0	0	NO	8.987	-0.253	145.2	106	15.8	23.7	167.5	463.5	169.5	294	36.6	159.2	2523.41	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	12219055.66	NA	NA	NA	NA	NA	NA	NA	NA	5	0.698970004	0.698970004	13029336
3457	PELECANIFORMES	ARDEIDAE	Ardea	Ardea_purpurea	Ardea_purpurea	7	4	3	1.243450296	1.038028206	0.915189958	34922824.77	227	2	3.300380228	10.5	6.35162235	25.42	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	NA	NA	125.9	102.5	13.6	19.6	117.5	349.7	118.2	230.8	33.9	113.2	1064.48	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	34922824.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18570159
8662	PELECANIFORMES	ARDEIDAE	Ardea	Ardea_alba	Casmerodius_albus	23	5	18	2.196939975	1.120893187	2.387793691	74898555.49	573	2	3.38011965	NA	6.036657469	22.83	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.3	90.4	12	18.1	141.6	378.8	120.7	257.2	32.1	140.5	871.33	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	74898555.49	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
4442	PELECANIFORMES	ARDEIDAE	Egretta	Egretta_garzetta	Egretta_garzetta	22	7	15	2.148468586	1.404523755	2.212458805	34141787.35	595	2	12.50927988	6.6	4.243232507	22.34	0	0	Least-Concern	1	increasing	3	0	0	0	NO	3.603	0.006	94.6	68	8.9	11.3	98.8	252.5	82.8	167.2	33.1	94.2	312	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	34141787.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65345176
4444	PELECANIFORMES	ARDEIDAE	Egretta	Egretta_thula	Egretta_thula	10	2	8	1.567518229	0.531050152	1.729429402	19270773.23	219	2	2.244668246	6.8	4.106743696	20.2	0	0	Least-Concern	1	increasing	3	0	0	0	NO	3.643	-0.08	86.3	69.2	9.4	12	93.3	252.8	79.8	167.3	31.9	110.3	371	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	19270773.23	1	0	NA	NA	NA	NA	1	0	NA	NA	0.301029996	42498759
3811	PELECANIFORMES	ARDEIDAE	Nycticorax	Nycticorax_nycticorax	Nycticorax_nycticorax	12	5	7	1.575308343	1.115049287	1.517770016	50345275.03	605	2	4.342213115	8.8	5.994405196	21.08333333	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	6.72	0.094	80.5	56.7	12.1	18.6	69.2	285.7	92.7	187.8	33.1	95.8	810	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	50345275.03	1	0	NA	NA	NA	NA	NA	NA	2	0.301029996	0.477121255	39581806
